tweetid,sentiment,followers_count,favourites_count,verified,statuses_count,timestamp_ms,text,borough,party
401,0,212,0,False,578885,1525180495275,"Local elections 2018: Batten on UKIP campaign | UKIP has spent the last two years ""shooting ourselves in the foot"" and some voters thought its job was already done, says... | https://t.co/GrZejPCuMN",NULL,NULL
402,0.8225,921,25770,False,32836,1525180495544,21 years ago today the most incredible election result of my lifetime took place. Tony Blair remains the only Labour leader since 1974 to win a general election and the only Labour leader in history to win 2 and then 3 full terms.,NULL,NULL
403,0,212,0,False,578886,1525180495554,"Local elections 2018: Batten on UKIP campaign | UKIP has spent the last two years ""shooting ourselves in the foot"" and some voters thought its job was already done, says... | https://t.co/mrjpHlJNiU",NULL,NULL
404,-0.5659,1599,50134,False,59548,1525180496307,1. Both May &amp; Corbyn back this #BrexitShambles both take 37% voters 26.5% the Ppl to be the irrefutable Will of the Ppl both deny a Democratic #FinalSayForAll with the option to #StopBrexitSaveBritain. Neither are interested in your Will merely theirs.
VOTE #REMAIN #ABTV #LE2018. https://t.co/ldCokzrJSv,NULL,NULL
405,0.2592,259,16,False,26,1525180498826,@PiaPerro @LibDems @UKLabour I agree with your intentions but there are constituencies where the Tory threat is so strong that the opposition has to unify against them and #votelabour. At least with as many Tories out as possible it'd be a step in the right direction,NULL,NULL
406,0,405,32433,False,26795,1525180499097,1) Here's what we know:
Ian Warren @election_data worked for Labour in 2015 election
In 2016 he passed spreadsheets of "Labour postcodes" to target to https://t.co/wUXLprJ26D
This formed part of https://t.co/wUXLprJ26D's social media campaign

https://t.co/wexva754nY,NULL,NULL
407,-0.7506,5175,669154,False,472549,1525180499296,"Remainers, stop sodding about and vote for an anti brexit party in the local elections on the 4th of may.

Stop with the stupid excuses of ""you'll just let the tories in"". The tories are already in and they will still be in whoever you vote for, its not a GE.",NULL,NULL
408,0,162,1043,False,2001,1525180499805,This is absolutely incredible. https://t.co/a0WeKS3oKM,NULL,NULL
409,-0.7184,150,14260,False,9604,1525180500950,"If this govt can attempt to get away with what they have done to the #WindrushGeneration - deporting British citizens, denying healthcare, conveniently destroying papers...let us not for one minute believe that they would not do the same to any one of us.

#LocalElections2018",NULL,NULL
410,0.4559,1379,50655,False,58448,1525180500991,Make sure you go out and vote today! Local elections matter just as much as our federal elections! Find your local polling place here https://t.co/clynD1cDBx #GOTV #Tennessee https://t.co/mkENs6gPdR,NULL,NULL
411,-0.296,102,1629,False,1902,1525180501467,Why are there no local elections in Guildford on May 3rd? @UKLabour @TheGreenParty @Conservatives @LibDems #LocalElections2018 #Guildford,NULL,NULL
412,-0.5267,338,18850,False,5503,1525180501635,"We’re one of the richest countries in the world, so why are so many people being forced to live off their overdrafts?
Only Labour will take action to end the debt trap. RT the news ?
#VoteLabour https://t.co/6S01kKl64A",NULL,NULL
413,0,229,8781,False,14805,1525180501993,First #MichaelFallon...

Then #PritiPatel...

Next #DamianGreen...

Then #AmberRudd...

Times up for the #Maybot #ResignTheresaMay #TheresaMayResign #PMResign #ResignPM

#MayMeanstheEndofMay

#JC4PM

#VoteLabourMay3rd #VoteLabour #FortheManyNottheFew,NULL,NULL
414,0.1779,212,0,False,578888,1525180504036,"Local elections 2018: Cable on Liberal Democrat campaign | Lib Dems are making gains and membership is ""soaring"", but the recovery ""wont happen overnight"" says the party... | https://t.co/1vRCgtCT20",NULL,NULL
415,0.1779,212,0,False,578889,1525180504858,"Local elections 2018: Cable on Liberal Democrat campaign | Lib Dems are making gains and membership is ""soaring"", but the recovery ""wont happen overnight"" says the party... | https://t.co/kJwV2qCTQC",NULL,NULL
416,0.1779,212,0,False,578889,1525180504827,"Local elections 2018: Cable on Liberal Democrat campaign | Lib Dems are making gains and membership is ""soaring"", but the recovery ""wont happen overnight"" says the party... | https://t.co/hkHatLW9EB",NULL,NULL
417,0.6892,17314,74059,False,146643,1525180506769,The polls are open! I hope you’ll join Tennesseans across the state and exercise your right to vote! Find your local polling location &gt;&gt;https://t.co/ZWa38UpSiv,NULL,NULL
418,0.5994,260,24847,False,36279,1525180508100,"In the Lords tonight, Labour sat on their hands as we just missed out on giving people the final say on Brexit. If you agree British people should have the final say on the Brexit deal, join our campaign: https://t.co/Mp2XkNJx4v #EUWithdrawalBill https://t.co/RAp1bTr8CK",NULL,NULL
419,-0.6249,7099,121367,False,99349,1525180508150,Labour councils build five times more council homes than Conservative councils and get 50% more homes of all types built.

To fix the housing crisis we need more Labour councillors and more Labour councils elected on Thursday.

#VoteLabour https://t.co/mnbgOeWeS0,NULL,NULL
420,0.6778,4561,1961,False,4133,1525180509005,"There are local elections in the UK on Thursday. They're not as big and high profile as the national ones, but please do go out, vote - preferably for someone hard working and not awful - and have a say in who runs your council. ?",NULL,NULL
421,0.6239,7396,196,False,6209,1525180512539,"The Mayor of London @SadiqKhan is backing the excellent @StLeonardsTeam, @sg_donnelly @RobertMHill and Cllr Saleha Jaffer in Thursday's local election! #BetterFairerLambeth #VoteLabour https://t.co/9jnju6pz04",NULL,NULL
422,0.5859,2506,2744,False,2489,1525180513226,We will create a #Hackney Help Network to assist people with disabilities
We will continue to campaign for step-free access to all local rail stations

Vote Lib Dems on May 3 - Pauline Pearce for mayor and Bill Upex for London Fields councillor

#HackneyElects #LE2018 https://t.co/SM0K8cRGMr,NULL,NULL
423,0.4559,1379,50656,False,58449,1525180513243,Make sure you go out and vote today! Local elections matter just as much as our federal elections! Find your local polling place here https://t.co/clynD1cDBx #GOTV #Tennessee https://t.co/mkENs6gPdR,NULL,NULL
424,-0.9032,338,18852,False,5504,1525180513791,"From the crises in our schools, NHS and housing, to cuts to youth services and the Windrush scandal, the Tories are failing the people of our country.

#VoteLabour on Thursday to send this heartless Government an unmistakable message. https://t.co/TUCvdIcglg",NULL,NULL
425,-0.3612,620,59991,False,115753,1525180515040,"Whilst I support #IndyRef2, I’d like to see these mendacious, nasty #ToriesOut

Please rUK ?? get out and vote in your local elections, don’t be complacent and let the “shy Tories” do their worst.

If I didn’t live in Scotland I would #VoteLabour

#YourVoteCounts https://t.co/Ahv2ezlhrC",NULL,NULL
426,0.4767,699,6752,False,2948,1525180515718,Labour sources in Wandsworth privately impressed by scale of the Tory ground campaign in the area - “they’ve turned up and are really going for it in the wards we need to win”,NULL,NULL
427,0.5859,719,492,False,29400,1525180516502,RT @DerbyChrisW: Have you heard about the amazing levitating Tory dog? Read this link for the incredible details. https://t.co/cIZhmtifq7,NULL,NULL
428,0,1879,6,False,259655,1525180516658,https://t.co/LqI9wCxuha Local elections 2018: Cable on Liberal Democrat campaign: Lib Dems are making… https://t.co/LoHMtmj2qd,NULL,NULL
429,0,1879,6,False,259656,1525180516941,https://t.co/LqI9wCxuha Local elections 2018: Batten on UKIP campaign: UKIP has spent the last two… https://t.co/0T464QLak6,NULL,NULL
430,0.0772,327,3982,False,2496,1525180522831,"#OTD 1997. Labour Landslide. On a swing of 8.8%, Labour win 418 seats giving Blair a majority of 179. In their worst election defeat since 1906 the Tories retain just 165 MPs, with their smallest share of the vote since 1832. Blair becomes the youngest PM of the century. https://t.co/24Iz27VHN8",NULL,NULL
431,0.8718,439,38495,False,40068,1525180522902,The local elections on May-3rd could be the most important in living memory. A good voter turnout for @UKLabour will likely trigger a leadership challenge in the Tory party so toppling May in the process.
A General Election would surely follow-Vote Labour 
#ToriesOutNow #MayDay https://t.co/iXJF0yrrlJ,NULL,NULL
432,0.802,233,1022,False,2817,1525180523131,Best day of my life. In those 13 years we changed our country. Record investment in our NHS. The minimum wage. Millions lifted out of poverty. Doubling of schools budget. Record fall in homelessness. Surestart centres. I’m proud of what we did. We’ll be back to save Britain again https://t.co/339nxOaMPC,NULL,NULL
433,0.7245,2357,5878,False,13007,1525180524467,"A very warm welcome on a sunny ?? #Rotherhithe #LabourDoorstep ??on Haddonfield, Brydale, Westlake, Bush Rd and Lower Rd this morning with @RotherhitheLab1 @SouthwarkLabour #Afairerfuture #LE2018 https://t.co/OXnnVaYIdW",NULL,NULL
434,0.7506,701,150488,False,53814,1525180527548,"Only 2 days until local elections. On Thursday May 3rd #VoteLibDem to elect councillors who will work for safer communities, better public services, and cleaner streets and parks. #LocalElections #LocalElection2018 https://t.co/DtjBvWqdDy",NULL,NULL
435,0.743,635,85401,False,82013,1525180528792,Vote Steve Dean if you live in Jarrow’s Bede Ward. He’s a respected local lad who gets things done and is heavily involved in the save South Tyneside Hospital campaign instead of seeking cheap publicity. Steve Dean’s standing for Labour. This is nothing to do with football https://t.co/FTfAe4onEe,NULL,NULL
436,-0.4767,180060,1,True,62506,1525180530104,A Conservative candidate for the local elections in Dudley has been suspended after a leaflet was circulated claiming Labour had spread hepatitis in the local ward. https://t.co/YZr0VrP9v3,NULL,NULL
437,-0.6996,297,899,False,19406,1525180532691,@theresa_may Delusional! Parliament is now involved in brexit like it or not and its working well. Circa 50 tory MP’s in marginal seats will be truly fearful after Thursdays election results.Brexit is a disaster and somehow it ill be stopped.
https://t.co/MSjPDqjqSP,NULL,NULL
438,0,3843,3892,False,218705,1525180537252,Local elections 2018: Cable on Liberal Democrat campaign https://t.co/erz8wi301Q,NULL,NULL
439,0,3843,3892,False,218706,1525180537707,Local elections 2018: Batten on UKIP campaign https://t.co/o0UrAoiOIE,NULL,NULL
440,0.4534,419,3596,False,1181,1525180538439,"??Tennessee??

It is #ElectionDay so make sure you get out and VOTE??

Local elections matter! School board, county commissioners, and county executives need #gunsense too??
#GOTV #tnleg @MomsDemand https://t.co/Kc1PKoDkqa",NULL,NULL
441,-0.3327,422,24148,False,14145,1525180542679,This week's local elections in England will be the last time that 3 million EU citizens can vote in the UK. Labour &amp; LibDems will lose vote share from 2019 onwards. This may explain why Labour &amp; LibDem Lords are trying so hard to scupper Brexit.,NULL,NULL
442,0.6239,1332,7159,False,16800,1525180544096,"The Mayor of London @SadiqKhan is backing the excellent @StLeonardsTeam, @sg_donnelly @RobertMHill and Cllr Saleha Jaffer in Thursday's local election! #BetterFairerLambeth #VoteLabour https://t.co/9jnju6pz04",NULL,NULL
443,0.6996,3092,88862,False,60045,1525180545411,#ABTV in @IslingtonBC on Thursday
Vote for a party or an candidate that opposes Brexit!
Here's a link to all the candidates. Make your choice wisely
#StopBrexit #LocalElections2018 https://t.co/iDSQeMV0mx,NULL,NULL
444,0.6239,828,36,False,516,1525180547180,"The Mayor of London @SadiqKhan is backing the excellent @StLeonardsTeam, @sg_donnelly @RobertMHill and Cllr Saleha Jaffer in Thursday's local election! #BetterFairerLambeth #VoteLabour https://t.co/9jnju6pz04",NULL,NULL
445,0.296,91,2738,False,612,1525180548114,For our public services ?
For our communities ?
For the many not the few ?

This is why millions of people are voting Labour in the local elections this Thursday. 
If you're one of them – share this ? #VoteLabour https://t.co/c5TasmdPSs,NULL,NULL
446,0.6731,521,1160,False,3567,1525180550784,3 days LEFT. https://t.co/osqQg0LcMS rocket launching on 3rd of May. 20000 whitelist registrations already. THIS will be HUGE! Join us at https://t.co/osqQg0LcMS #ico #start #Preico #rocket #launching #May3rd,NULL,NULL
447,0.816,88,894,False,318,1525180551721,Local elections are TODAY! We'll be out canvassing to make sure folks know where to cast your #vote. Check out this great resource if you haven't already: https://t.co/RM8WMTeWVp,NULL,NULL
448,-0.5574,828,8438,False,35885,1525180551711,#TuesdayThoughts
Did you know that local councils can ban culling on their land??
Give Britain's????#Badgers something to dance about this #MayDay ~
vote the Tories &amp; their b****y #badgercull slaughter out at the #LocalElections ??
Info Day &amp; March 5 May
https://t.co/nXQM7erltA https://t.co/JOGiWkrD56,NULL,NULL
449,0.5859,2171,101156,False,124792,1525180554456,RT @DerbyChrisW: Have you heard about the amazing levitating Tory dog? Read this link for the incredible details. https://t.co/cIZhmtifq7,NULL,NULL
450,0.0772,291,509,False,48486,1525180560345,"#OnThisDay 1997. On a swing of 8.8%, #Labour win 418 seats giving Blair a majority of 179. In their worst election defeat since 1906 the Tories retain 165 MPs, with their smallest share of the vote since 1832. Blair becomes the youngest PM of the century. https://t.co/5Twi2FESak",NULL,NULL
